secretario	senado	5.06
siete	serie	3.56
orilla	bosque	3.08
aguacero	inundación	6.03
aguacero	tormenta	6.31
signo	receso	2.38
situación	conclusión	4.81
situación	aislamiento	3.88
tamaño	prominencia	5.31
piel	ojo	6.22
elegante	estudiante	4.62
elegante	estúpido	5.81
telenovela	ópera	7.94
espacio	química	4.88
espacio	mundo	6.53
inicio	competencia	4.47
inicio	año	4.06
acción	cinta	1.31
acción	huevo	1.81
ganado	jaguar	0.92
ganado	vida	0.92
ganado	vivo	3.73
acción	mercado	8.08
acción	teléfono	1.62
calle	avenida	8.88
calle	cuadra	6.88
calle	niños	4.94
calle	lugar	6.44
ataque	hospital	7.03
estudiante	profesor	6.81
azúcar	acercamiento	0.88
verano	sequía	7.16
verano	naturaleza	5.63
teléfono	comunicación	7.5
teléfono	película	7.72
televisión	radio	6.77
tenis	raqueta	7.56
territorio	kilómetro	5.28
territorio	superficie	5.34
teatro	historia	3.91
tigre	animal	7
tigre	carnívoro	7.08
tigre	gato	7.35
tigre	fauna	5.62
tigre	felino	8
tigre	jaguar	8
tigre	mamífero	6.85
tigre	organismo	4.77
tigre	tigre	10
tigre	zoo	5.87
herramienta	implementar	6.46
tren	coche	6.31
viaje	actividad	5
tratamiento	recuperación	7.91
tipo	clase	8.97
víctima	emergencia	6.47
video	archivo	6.34
espectador	serial	2.97
vodka	brandy	8.13
vodka	ginebra	8.46
voluntario	lema	2.56
guerra	tropas	8.13
agua	filtración	6.56
arma	secreto	6.06
tiempo	pronostico	8.34
miércoles	noticias	2.22
madera	forestales	7.73
palabra	similitud	4.75
